query,name,site,phone,phone.phones_enricher.carrier_type,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,h3,rating,reviews,reviews_link,photos_count,working_hours,logo,verified,place_id,email_1,email_1.emails_validator.status,email_1.emails_validator.status_details,email_1_full_name,facebook,instagram
"hvac contractor, 36526, Daphne, AL, US",Swinson Air Conditioning Company Inc.,https://swinsonac.com/contact-us/,+1 251-964-9009,fixed line,"13470 J B Williams Rd, Loxley, AL 36551",None,13470 J B Williams Rd,Loxley,36551,Alabama,Alabama,United States of America,US,30.6298539,-87.7933563,89445055107ffff,4.9,82,"https://search.google.com/local/reviews?placeid=ChIJSeZaxWU-mogRenRRzq87aD4&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",19,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-CaMOyrmisVA/AAAAAAAAAAI/AAAAAAAAAAA/2XVoXEzcLyQ/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJSeZaxWU-mogRenRRzq87aD4,peter@swinsonac.com,RECEIVING,SMTP validated,Peter Swinson,https://www.facebook.com/swinsonac,https://instagram.com/swinsonac
"hvac contractor, 36526, Daphne, AL, US",Climatemp Cooling & Heating Inc.,https://www.climatempairconditioningheating.com/,,,,,,,,,,,,30.4828109,-87.6795966,894450506cbffff,4.7,524,"https://search.google.com/local/reviews?placeid=ChIJYQ1GOL0SmogRxDWSdr2_DuA&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",62,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/-1a0IZBFLpa0/AAAAAAAAAAI/AAAAAAAAAAA/ZUm2Ztn_UmQ/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJYQ1GOL0SmogRxDWSdr2_DuA,climatmp@gulftel.com,RECEIVING,SMTP validated,,https://www.facebook.com/ClimatempCoolingHeating/,
"hvac contractor, 36526, Daphne, AL, US",Baldwin handyman services LLC,http://baldwinhmservices.com/,+1 251-201-9742,,,,,,,,,,,30.5327434,-87.759966,89445052b4fffff,,,,,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-BroKiAg-N0g/AAAAAAAAAAI/AAAAAAAAAAA/xyL5xU3dhLs/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJW3T7DF0hhEYRTLl1AvGJbv0,jackbaldwiniii@gmail.com,RECEIVING,SMTP validated,,https://www.facebook.com/BaldwinHandyman/,
"hvac contractor, 36526, Daphne, AL, US",Wiley Services,,+1 251-947-4454,landline,"Spanish Fort, AL 36527",None,,Spanish Fort,36527,Alabama,Alabama,United States of America,US,30.6773964,-87.8331015,894450559b3ffff,5,3,"https://search.google.com/local/reviews?placeid=ChIJVVvbCWxomogREonZl8HwLUs&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",1,,,FALSE,ChIJVVvbCWxomogREonZl8HwLUs,,,,,,
"hvac contractor, 36526, Daphne, AL, US","Real-Aire, LLC",,+1 251-279-0372,landline,,,,,,,,,,30.600587,-87.749791,89445055673ffff,5,18,"https://search.google.com/local/reviews?placeid=ChIJK0WWabh806URo-ag30HM89k&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",9,,https://lh4.googleusercontent.com/-qQPUlBdJ6yM/AAAAAAAAAAI/AAAAAAAAAAA/Lj-9nM5I-Lo/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJK0WWabh806URo-ag30HM89k,,,,,,
"hvac contractor, 36526, Daphne, AL, US",Bayside Plumbing,http://www.bayside-plumbing.com/,+1 251-451-7089,,"9930 Milton Jones Rd Suite 106, Daphne, AL 36526",None,9930 Milton Jones Rd Suite 106,Daphne,36526,Alabama,Alabama,United States of America,US,30.5957913,-87.8532628,894450544afffff,5,57,"https://search.google.com/local/reviews?placeid=ChIJtfAjSnhpmogRb4ru0bRoKHc&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",4,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-lOlA8IcFbuY/AAAAAAAAAAI/AAAAAAAAAAA/kaNczN1hEf4/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJtfAjSnhpmogRb4ru0bRoKHc,info@bayside-plumbing.com,RECEIVING,SMTP validated,,https://www.facebook.com/Bayside-Plumbing-103218437864409/,https://www.instagram.com/baysideplumbingal
"hvac contractor, 36526, Daphne, AL, US",Bishop Air Conditioning & Heating,http://bishopaircondition.com/,+1 251-402-8678,mobile,"7911 Monk Rd, Fairhope, AL 36532",None,7911 Monk Rd,Fairhope,36532,Alabama,Alabama,United States of America,US,30.4581028,-87.8867444,894450cc0b7ffff,4.8,35,"https://search.google.com/local/reviews?placeid=ChIJo-f2HlM-mogR5av8Xcwpezo&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",12,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh5.googleusercontent.com/-DEjY3NN8-Kk/AAAAAAAAAAI/AAAAAAAAAAA/0ggTOYNqd08/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJo-f2HlM-mogR5av8Xcwpezo,info@bishopaircondition.com,BLACKLISTED,SMTP validated,,https://www.facebook.com/Bishop-Air-Conditioning-Heating-998426903618966/,
"hvac contractor, 36526, Daphne, AL, US",Inland Air Systems Inc,https://inlandairsystemsinc.com/,+1 251-967-3133,,"8270 Spanish Fort Blvd, Spanish Fort, AL 36527",None,8270 Spanish Fort Blvd,Spanish Fort,36527,Alabama,Alabama,United States of America,US,30.6717631,-87.8810951,894450548a7ffff,5,2,"https://search.google.com/local/reviews?placeid=ChIJbyda3-lCmogRRd6Xu7SmhsA&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",1,,,FALSE,ChIJbyda3-lCmogRRd6Xu7SmhsA,inlandairsystems@gmail.com,RECEIVING,SMTP validated,,https://www.facebook.com/InlandAirSystemsInc/,https://www.instagram.com/inlandairsystemsinc
"hvac contractor, 36526, Daphne, AL, US",Lightspeed Restoration of Baldwin County,https://lightspeedrestoration.com/baldwin-county-al/,+1 251-210-2850,,"25421 AL-181 Suite 103, Daphne, AL 36526",None,25421 AL-181 Suite 103,Daphne,36526,Alabama,Alabama,United States of America,US,30.59467,-87.8528,894450544afffff,4.8,26,"https://search.google.com/local/reviews?placeid=ChIJ9Ryk3FdpmogRkvEWF1eNMDk&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",31,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh6.googleusercontent.com/-RtFHQsmrIv0/AAAAAAAAAAI/AAAAAAAAAAA/NHdb_kSrwM8/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJ9Ryk3FdpmogRkvEWF1eNMDk,info@lightspeedrestoration.com,RECEIVING,SMTP validated,,,
"hvac contractor, 36526, Daphne, AL, US",MDH Foundation Repair,https://mdhfoundationrepair.com/?utm_campaign=gmb,+1 251-325-4199,,"108 5th St, Daphne, AL 36526",None,108 5th St,Daphne,36526,Alabama,Alabama,United States of America,US,30.6441507,-87.9082435,89445056bafffff,4.9,139,"https://search.google.com/local/reviews?placeid=ChIJSag4paZDmogRfVRt8DQiQxU&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",37,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh3.googleusercontent.com/-p1qiS_OzAdk/AAAAAAAAAAI/AAAAAAAAAAA/uONG0cXNqHc/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJSag4paZDmogRfVRt8DQiQxU,mdhfoundationrepair@gmail.com,RECEIVING,SMTP validated,,https://www.facebook.com/MDHFoundationRepair/,
"hvac contractor, 36526, Daphne, AL, US",Ingersoll's Refrigeration Air Conditioning & Heating,http://ingersollac.com/,+1 251-928-9392,fixed line,"762 Nichols Ave, Fairhope, AL 36532",None,762 Nichols Ave,Fairhope,36532,Alabama,Alabama,United States of America,US,30.5160349,-87.8883802,894450cca8fffff,5,13,"https://search.google.com/local/reviews?placeid=ChIJRwOxXHlAmogRIfS27khdpJA&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",2,"{""Monday"": ""7:30AM-4:30PM"", ""Tuesday"": ""7:30AM-4:30PM"", ""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-w6Ag6tRm7K0/AAAAAAAAAAI/AAAAAAAAAAA/3b5EvVStzs4/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJRwOxXHlAmogRIfS27khdpJA,ingersollrefrig@aol.com,RECEIVING,SMTP validated,,http://www.facebook.com/Ingersolls-Refrigeration-Air-Conditioning-Heating-1559966517385531,
"hvac contractor, 36526, Daphne, AL, US","Urgent Air Heating & Cooling, LLC",,+1 251-979-9433,mobile,,,,,,,,,,30.7399766,-87.787972,8944504712bffff,4.7,15,"https://search.google.com/local/reviews?placeid=ChIJSRHLc5VtmogRLD9ZROHjdHc&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",4,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh4.googleusercontent.com/-vsVBkx6HA30/AAAAAAAAAAI/AAAAAAAAAAA/Exugj-YCldw/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJSRHLc5VtmogRLD9ZROHjdHc,,,,,,
"hvac contractor, 36526, Daphne, AL, US",Home Services at The Home Depot,https://www.homedepot.com/l/Daphne/AL/Daphne/36526/863/services?emt=HSGMBGoogleMaps,+1 844-476-2140,,"Jubilee Mall Shopping Center, 7100 US-90, Daphne, AL 36526",None,"Jubilee Mall Shopping Center, 7100 US-90",Daphne,36526,Alabama,Alabama,United States of America,US,30.6536994,-87.9012426,89445054d97ffff,2.4,7,"https://search.google.com/local/reviews?placeid=ChIJW6sLiwZDmogRE-VMg7jwiU8&q=hvac+contractor,+36526,+Daphne,+AL,+US&authuser=0&hl=en&gl=US",29,"{""Monday"": ""6AM-10PM"", ""Tuesday"": ""6AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""6AM-10PM"", ""Sunday"": ""8AM-8PM""}",https://lh4.googleusercontent.com/-uLw41O2trXw/AAAAAAAAAAI/AAAAAAAAAAA/Cf9CFkUddTI/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJW6sLiwZDmogRE-VMg7jwiU8,public_relations@homedepot.com,RECEIVING,Catch All,George King,https://www.facebook.com/homedepot,
"hvac contractor, 36528, Dauphin Island, AL, US",M J Electric & AC Co,https://jmar-enterprises-inc.cms.webnode.page/,+1 251-391-9709,mobile,"1208 Cadillac Ave, Dauphin Island, AL 36528",None,1208 Cadillac Ave,Dauphin Island,36528,Alabama,Alabama,United States of America,US,30.2555068,-88.1179873,894450d6e6bffff,5,7,"https://search.google.com/local/reviews?placeid=ChIJWVoLyWgsmogRl9G-DXYBOLI&q=hvac+contractor,+36528,+Dauphin+Island,+AL,+US&authuser=0&hl=en&gl=US",3,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""9AM-8PM""}",https://lh4.googleusercontent.com/-PLknU65Hijc/AAAAAAAAAAI/AAAAAAAAAAA/sJuflvRBxUM/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJWVoLyWgsmogRl9G-DXYBOLI,info@mjelectric.com,RECEIVING,SMTP validated,,https://www.facebook.com/mjelectricllc/posts/we-are-expertly-equipped-to-perform-engineering-procurement-and-construction-epc/5550608008293816/,
"hvac contractor, 36529, Deer Park, AL, US",Deer Park,,,,Alabama 36529,None,,Deer Park,36529,Alabama,Alabama,United States of America,US,31.2169307,-88.3145093,8944502c2a7ffff,,,,1,,,,ChIJYcEtey8Ym4gRKSBeIXWGkak,,,,,,
"hvac contractor, 36530, Elberta, AL, US",American Air Solutions Inc.,,+1 251-943-6232,fixed line,"23810 US-98, Elberta, AL 36530",None,23810 US-98,Elberta,36530,Alabama,Alabama,United States of America,US,30.408369,-87.6182903,89445626a0fffff,4.9,24,"https://search.google.com/local/reviews?placeid=ChIJkzjNQ6IOmogRjXFq05qfcPc&q=hvac+contractor,+36530,+Elberta,+AL,+US&authuser=0&hl=en&gl=US",8,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh4.googleusercontent.com/-FCLCSUHm4KY/AAAAAAAAAAI/AAAAAAAAAAA/Yut4MkKK0rY/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJkzjNQ6IOmogRjXFq05qfcPc,,,,,,
"hvac contractor, 36530, Elberta, AL, US",Hero's Plumbing Repair - Elberta AL,https://herosplumbingrepair.com/,+1 251-284-4365,mobile,,,,,,,,,,30.7327891,-87.70195,89445040b17ffff,5,387,"https://search.google.com/local/reviews?placeid=ChIJB86mbOIPmogR-JJbvFgZUWU&q=hvac+contractor,+36530,+Elberta,+AL,+US&authuser=0&hl=en&gl=US",29,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh6.googleusercontent.com/-ScVdkxOcuLY/AAAAAAAAAAI/AAAAAAAAAAA/MENmmeivorU/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJB86mbOIPmogR-JJbvFgZUWU,herosplumbingrepair@hotmail.com,RECEIVING,SMTP validated,,https://www.facebook.com/herosplumbingrepair,
"hvac contractor, 36530, Elberta, AL, US",Superior Contracting Services,https://superiorcontractingservicesal.com/,+1 251-961-1592,landline,,,,,,,,,,30.7327891,-87.70195,89445040b17ffff,5,3,"https://search.google.com/local/reviews?placeid=ChIJcyGvKMqmkIgRsqNRMjC8pQI&q=hvac+contractor,+36530,+Elberta,+AL,+US&authuser=0&hl=en&gl=US",6,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-N39BWkTsIRk/AAAAAAAAAAI/AAAAAAAAAAA/_7oAi2c6UpM/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJcyGvKMqmkIgRsqNRMjC8pQI,superiorguyana@gmail.com,RECEIVING,SMTP validated,,http://www.facebook.com/Superior-Contracting-Services-100701826726132/,
"hvac contractor, 36530, Elberta, AL, US",Safe Harbor Home & Property Services LLC,https://safe-harbor-home-property-service-llc.ueniweb.com/?utm_campaign=gmb,+1 251-407-1955,,,,,,,,,,,30.3515429,-87.6579216,894450c9217ffff,5,1,"https://search.google.com/local/reviews?placeid=ChIJUTXocC6HWAgRKJJ4FX-CWyU&q=hvac+contractor,+36530,+Elberta,+AL,+US&authuser=0&hl=en&gl=US",26,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh6.googleusercontent.com/-vGrzxCa0n_s/AAAAAAAAAAI/AAAAAAAAAAA/L4SG5eHvIrc/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJUTXocC6HWAgRKJJ4FX-CWyU,,,,,,
"hvac contractor, 36530, Elberta, AL, US",Gone Coastal Plumbing and Air,https://gonecoastalplumbingair.net/,+1 251-979-9396,mobile,"30645 Cypress St, Perdido Beach, AL 36530",None,30645 Cypress St,Perdido Beach,36530,Alabama,Alabama,United States of America,US,30.345978,-87.503365,89445620983ffff,5,45,"https://search.google.com/local/reviews?placeid=ChIJh_vr04SnkIgRBYlTY8aYW4I&q=hvac+contractor,+36530,+Elberta,+AL,+US&authuser=0&hl=en&gl=US",95,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh5.googleusercontent.com/-hD884lJdreQ/AAAAAAAAAAI/AAAAAAAAAAA/H3AmqVpcU6c/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJh_vr04SnkIgRBYlTY8aYW4I,adam@gonecoastalplumbingair.net,INVALID,SMTP validated,,,
"hvac contractor, 36530, Elberta, AL, US",Creditable Heating and Air of Foley,https://www.creditableheatingandair.com/hvac-contractor-foley-alabama,+1 251-220-5693,,,,,,,,,,,30.4015014,-87.676141,89445626d27ffff,5,9,"https://search.google.com/local/reviews?placeid=ChIJX3QGlOTzySYREt8im4oHd5Q&q=hvac+contractor,+36530,+Elberta,+AL,+US&authuser=0&hl=en&gl=US",62,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/-Kk5YhqdKyC0/AAAAAAAAAAI/AAAAAAAAAAA/UgdreZHYonM/s44-p-k-no-ns-nd/photo.jpg,TRUE,ChIJX3QGlOTzySYREt8im4oHd5Q,info@creditableheatingandair.com,INVALID,Invalid DNS,,,
https://api.apify.com/v2/acts/compass~google-maps-reviews-scraper/run-sync-get-dataset-items?token=apify_api_de19yiE4Zk3BcgddqkE6Gts0RcTWvH2Al11j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
